email_address,email_type,email_perm, email_freq
michael59@hotmail.com,Home,Opt-Out,14
shawnyoung@example.net,Other,Opt-In,14
davidgibson@yahoo.com,Personal,Unkown,7
jflores@example.org,Unknown,Unkown,21
bmoore@example.org,Unknown,Opt-Out,14
richard41@example.net,Other,Unkown,14
johnsonsteven@example.com,Other,Opt-In,21
martinezdavid@example.net,Other,Opt-In,21
michelle90@example.net,Other,Opt-Out,21
davidtaylor@martinez.info,Work,Opt-Out,14
sking@armstrong.biz,Work,Opt-Out,7
plopez@morton.info,Home,Opt-In,7
derek56@sharp.com,Home,Unkown,21
jennifersmith@example.org,Other,Opt-In,14
grantmatthew@george.com,Home,Opt-Out,14
dhughes@yahoo.com,Home,Opt-Out,7
mckenziemccoy@example.net,Other,Unkown,14
ujohnson@yahoo.com,Home,Opt-In,7
jamesrose@yahoo.com,Personal,Opt-Out,21
djones@example.com,Other,Unkown,14
richard37@example.net,Other,Opt-In,14
msmith@yahoo.com,Personal,Unkown,14
ivaughn@example.net,Other,Opt-Out,21
williamsjared@maxwell.com,Work,Opt-In,30
jodi58@yahoo.com,Personal,Unkown,21
yacosta@dunlap.biz,Work,Opt-Out,21
mcunningham@robinson.com,Work,Opt-In,21
stephen04@example.org,Unknown,Opt-Out,21
petermartin@example.net,Unknown,Opt-In,14
wolfemark@example.com,Unknown,Unkown,21
ebell@example.net,Other,Opt-Out,21
jmoreno@example.net,Unknown,Unkown,21
watkinspamela@calhoun.com,Work,Opt-Out,14
watsonryan@example.net,Other,Unkown,21
ogood@example.net,Other,Unkown,14
imitchell@example.net,Unknown,Unkown,14
shawn52@gmail.com,Personal,Opt-Out,14
kevinstafford@charles.net,Work,Opt-In,21
edward09@gmail.com,Home,Unkown,7
jdawson@hotmail.com,Home,Opt-In,21
susan92@pugh.org,Home,Opt-In,21
xavila@example.net,Unknown,Unkown,21
mitchell12@yahoo.com,Personal,Unkown,21
lgomez@martinez.com,Work,Opt-Out,7
cowanjay@example.net,Unknown,Opt-In,14
bfrank@morton-bender.com,Home,Opt-In,21
careyamanda@example.net,Unknown,Opt-In,21
ahull@gillespie.com,Work,Opt-Out,14
allison73@obrien.net,Work,Opt-Out,7
thompsonalison@hotmail.com,Home,Opt-In,1
hughesbrittany@example.com,Unknown,Opt-In,14
mross@johnson.com,Work,Opt-In,7
murrayroger@hotmail.com,Home,Opt-Out,7
kwest@hotmail.com,Personal,Opt-In,21
novaksara@mcintosh.org,Home,Opt-In,21
yberg@example.com,Other,Unkown,21
brownvictor@example.com,Other,Opt-Out,14
bonniebell@gmail.com,Personal,Opt-In,14
sarah86@example.com,Other,Opt-Out,14
samanthastone@example.org,Unknown,Opt-In,14
ihernandez@hotmail.com,Personal,Unkown,21
warnertiffany@example.org,Unknown,Unkown,14
norrislaura@gmail.com,Home,Opt-In,21
john72@yahoo.com,Personal,Opt-In,7
jeffreyprice@example.net,Other,Opt-In,14
justin01@example.org,Other,Unkown,14
michael30@thomas-valencia.com,Work,Opt-Out,7
alicescott@example.org,Other,Unkown,21
james15@example.net,Other,Opt-In,14
emartin@example.com,Other,Opt-In,21
sdickerson@example.org,Unknown,Opt-Out,14
adamsthomas@gmail.com,Home,Opt-In,1
jonesrebecca@example.org,Other,Opt-In,21
tracygilbert@perry-turner.biz,Work,Opt-Out,30
martinezgarrett@example.net,Unknown,Opt-Out,14
grobertson@gmail.com,Home,Opt-In,14
pgonzalez@example.com,Other,Unkown,21
lisa14@yahoo.com,Personal,Opt-In,21
bennettlance@example.com,Other,Opt-In,14
dustincameron@example.net,Other,Opt-Out,21
donaldhoffman@example.net,Other,Opt-In,14
adamsjessica@example.com,Other,Unkown,14
carol36@howell.info,Work,Opt-Out,14
watsoncalvin@hotmail.com,Personal,Opt-Out,21
ssanchez@gmail.com,Personal,Unkown,1
qfletcher@example.net,Unknown,Opt-Out,14
haynesmaria@yahoo.com,Personal,Opt-In,21
michele86@nguyen.com,Work,Opt-Out,7
ljohnson@hotmail.com,Home,Unkown,14
fryan@gmail.com,Personal,Opt-Out,1
elizabethhoward@yahoo.com,Personal,Opt-Out,21
vduncan@blair-shepherd.com,Home,Opt-Out,1
sblack@example.org,Other,Opt-Out,21
nbradshaw@example.net,Unknown,Opt-In,21
kristen32@yahoo.com,Home,Unkown,21
brian34@example.org,Unknown,Opt-In,14
john00@mclaughlin.org,Work,Opt-In,7
jessicawillis@example.com,Other,Unkown,14
sylvia70@gmail.com,Personal,Opt-In,21
santoscourtney@sullivan.org,Work,Opt-Out,30
pauloneal@perry-owens.org,Work,Opt-Out,14
ericbrown@example.com,Unknown,Opt-In,21
rbrown@harris.biz,Home,Unkown,1
frankgreen@hotmail.com,Personal,Opt-In,1
apayne@hansen-fuller.com,Home,Opt-In,7
rubiojoseph@example.net,Unknown,Opt-In,14
jeffery54@kane-luna.com,Work,Opt-Out,14
katiejohnson@hotmail.com,Home,Opt-In,21
ccarpenter@gmail.com,Home,Opt-In,21
wtorres@yahoo.com,Personal,Unkown,7
sheliamacdonald@rodriguez-stafford.com,Work,Opt-Out,7
dudleymatthew@yahoo.com,Personal,Opt-In,21
rogersjamie@yahoo.com,Personal,Opt-Out,1
huangjeremiah@example.org,Unknown,Unkown,14
byrdryan@wells.com,Home,Unkown,14
kmclean@wilkins.biz,Work,Opt-In,30
karen46@riggs.info,Work,Opt-Out,21
john91@example.net,Unknown,Opt-Out,21
jennifer11@example.net,Unknown,Unkown,14
rnavarro@example.net,Unknown,Opt-Out,14
petersanita@webster.com,Work,Opt-Out,7
xturner@hotmail.com,Home,Opt-In,14
yjimenez@example.net,Other,Unkown,14
taylorcindy@example.org,Unknown,Opt-In,14
briansanchez@hotmail.com,Personal,Unkown,14
daymatthew@james-leon.com,Home,Opt-In,21
jill20@example.com,Other,Opt-In,14
rachel33@example.org,Other,Opt-Out,21
sarahamilton@gmail.com,Personal,Unkown,14
jacobmcgrath@example.org,Unknown,Opt-Out,14
chad32@adams.com,Work,Opt-Out,14
ibridges@gmail.com,Personal,Opt-Out,1
marykim@example.org,Unknown,Opt-In,21
katrinadudley@yahoo.com,Personal,Opt-Out,1
jennifer14@example.org,Other,Opt-In,14
jeffreyorozco@thomas-chen.com,Home,Unkown,1
david42@moreno-cruz.com,Work,Opt-Out,21
tinali@cooke.com,Work,Opt-Out,30
nicholas31@example.net,Other,Unkown,21
thomas54@example.org,Unknown,Opt-In,21
anthony08@hotmail.com,Personal,Opt-Out,14
jennifer50@example.org,Unknown,Unkown,14
brucechris@hotmail.com,Personal,Opt-In,1
mitchell77@example.net,Other,Unkown,21
clopez@example.net,Other,Opt-In,21
hillalexander@lawson.com,Home,Opt-In,1
wendybray@example.com,Unknown,Opt-Out,14
sandersjoshua@example.net,Other,Unkown,21
vballard@richardson.net,Work,Opt-Out,30
andrew28@example.com,Other,Opt-In,14
curtis11@phillips.com,Work,Opt-In,21
robert45@hotmail.com,Home,Opt-In,1
alvaradodarren@gmail.com,Personal,Opt-In,7
monroejason@tran-hobbs.com,Work,Opt-In,21
hannahroberts@example.org,Other,Opt-In,14
tina00@yahoo.com,Home,Opt-In,1
staffordnicole@day-gregory.com,Home,Opt-Out,1
kennethweeks@example.com,Unknown,Opt-Out,14
joel85@example.net,Other,Opt-In,21
mooreaustin@lopez.com,Home,Opt-In,7
heatherbean@chan.com,Work,Opt-Out,14
traceyosborne@yahoo.com,Home,Opt-In,21
kaylee55@gmail.com,Personal,Opt-In,14
amyyoung@example.net,Other,Opt-Out,21
jacqueline61@flores-knight.com,Work,Opt-Out,14
deckerapril@yahoo.com,Personal,Opt-In,1
nicole67@yahoo.com,Home,Opt-In,7
bryan21@smith.com,Work,Opt-Out,21
michelemorales@austin.com,Work,Opt-Out,21
lindsey45@example.org,Unknown,Unkown,14
pauljillian@example.net,Other,Opt-In,14
yangkyle@gmail.com,Home,Opt-Out,14
watersmelanie@example.org,Unknown,Opt-Out,21
jennifer43@example.net,Unknown,Opt-In,14
michaelpowell@example.com,Other,Unkown,14
huntamanda@example.com,Unknown,Unkown,21
cadams@hotmail.com,Personal,Unkown,14
ghampton@example.net,Unknown,Unkown,21
freyfrank@hotmail.com,Personal,Opt-In,7
kenneth69@example.org,Other,Opt-In,14
dwayne47@example.net,Unknown,Opt-In,21
mgonzalez@example.net,Other,Opt-In,14
araymond@example.org,Unknown,Opt-In,21
bettyadams@young.com,Work,Opt-In,21
hunterlaura@gmail.com,Home,Opt-Out,1
jonathannguyen@example.net,Unknown,Opt-In,14
cgardner@yahoo.com,Personal,Opt-In,7
itucker@hotmail.com,Personal,Opt-In,7
jacobgutierrez@example.net,Unknown,Opt-In,14
joseriley@gmail.com,Home,Opt-In,7
troyjohnson@hart.biz,Home,Unkown,14
vstout@hotmail.com,Personal,Opt-In,7
kwalls@hotmail.com,Personal,Opt-In,21
brian04@gmail.com,Personal,Opt-In,1
ylawson@gmail.com,Personal,Opt-In,14
davidrhodes@parker-bush.com,Work,Opt-In,7
john07@example.com,Unknown,Unkown,21
vbauer@hotmail.com,Personal,Unkown,21
william71@roberts.com,Home,Unkown,1
williambryant@hotmail.com,Personal,Opt-In,21
barryrowe@example.org,Other,Opt-In,14
lunamichele@carpenter.com,Home,Unkown,21
egarcia@hotmail.com,Personal,Opt-In,7
jacquelinesims@bell-allen.com,Home,Unkown,14
jennasheppard@gmail.com,Personal,Opt-In,7
colleenandersen@gmail.com,Personal,Opt-Out,21
jill94@example.com,Unknown,Opt-In,21
mario82@example.org,Other,Opt-In,21
gene07@example.net,Other,Unkown,14
vramirez@gray.net,Home,Opt-Out,14
durhambryan@hotmail.com,Home,Opt-In,1
yhenry@yahoo.com,Personal,Opt-In,21
russellrachel@example.org,Unknown,Opt-In,21
dennis49@example.org,Unknown,Opt-In,21
lopezholly@gmail.com,Personal,Opt-In,7
tannermatthew@webster.com,Work,Opt-In,21
janicedillon@yahoo.com,Home,Opt-In,1
wesleyramos@collins-reyes.com,Work,Opt-In,21
christopher16@salazar.net,Home,Opt-Out,1
yclark@example.com,Other,Unkown,21
robertestes@miller-hernandez.com,Home,Opt-Out,7
carriebailey@example.com,Unknown,Opt-Out,21
christywood@example.com,Unknown,Opt-In,14
wcarroll@choi.com,Work,Opt-Out,14
yateskim@example.org,Other,Opt-In,21
uhahn@example.com,Other,Unkown,21
kellifowler@example.org,Unknown,Opt-Out,14
oscarmcintyre@example.com,Other,Opt-Out,14
theresaferguson@example.org,Other,Opt-In,14
zbean@gmail.com,Personal,Unkown,21
bbrandt@yahoo.com,Personal,Opt-Out,7
gilljames@example.com,Other,Opt-In,14
harrisjulie@example.org,Unknown,Opt-Out,21
gregoryalexander@example.net,Unknown,Opt-In,21
jessicahorn@carr.com,Home,Opt-In,21
rodriguezjill@hotmail.com,Personal,Opt-Out,14
cabreradean@example.org,Unknown,Unkown,21
johnsonrobert@porter-fletcher.org,Home,Opt-Out,21
melissasmith@gmail.com,Personal,Unkown,14
hudsongregory@hotmail.com,Personal,Opt-Out,21
bernardmatthew@example.net,Unknown,Opt-Out,14
moodygeorge@foster-quinn.biz,Work,Opt-Out,21
kathleendaniel@nelson.com,Work,Opt-Out,7
alexanderjessica@example.org,Other,Opt-In,21
jessica74@thompson.info,Home,Opt-In,21
denniscook@gaines.info,Home,Opt-In,14
hollowayclaudia@fisher.com,Home,Opt-In,7
allendonald@example.com,Other,Opt-In,21
zwatkins@stone.com,Work,Opt-In,7
anthonymiller@brown-lewis.com,Work,Opt-Out,21
russelldebra@yahoo.com,Personal,Unkown,7
jareddavis@example.com,Other,Opt-In,14
nicolelynch@example.com,Other,Opt-Out,14
iancarter@bernard.biz,Work,Opt-Out,21
ryan56@example.org,Unknown,Unkown,14
rodriguezjason@example.com,Unknown,Opt-In,14
daniel90@gonzalez-padilla.biz,Work,Opt-Out,21
david91@freeman.biz,Work,Opt-In,21
mary03@johnson.net,Home,Opt-In,14
irowe@green.com,Home,Opt-Out,14
ekeller@rowe.net,Home,Opt-Out,1
spham@yahoo.com,Home,Unkown,14
tstevenson@monroe.info,Work,Opt-In,21
mitchelljohn@example.net,Other,Unkown,14
larrybaker@armstrong.org,Home,Unkown,21
robertoorr@smith-moyer.com,Home,Opt-Out,21
gomezscott@brown.org,Work,Opt-Out,14
miaphillips@example.org,Unknown,Opt-In,14
jesse59@example.org,Unknown,Opt-Out,21
christopher24@example.com,Other,Opt-In,14
gwagner@morgan.com,Home,Opt-In,21
bethanybrown@example.org,Other,Opt-In,14
lisa10@fernandez-gamble.com,Work,Opt-In,14
roberthouse@gmail.com,Personal,Unkown,7
evelyn13@yahoo.com,Personal,Opt-In,14
williamlittle@yahoo.com,Personal,Opt-Out,7
ysherman@example.com,Other,Opt-In,14
jasonnorman@example.net,Other,Opt-In,21
avazquez@example.org,Unknown,Unkown,21
teresa88@example.org,Unknown,Unkown,14
owalters@gmail.com,Personal,Unkown,7
jessica31@example.org,Unknown,Opt-In,14
daviscynthia@nunez.org,Work,Opt-Out,21
cisnerossavannah@gmail.com,Personal,Unkown,14
rebeccakerr@yahoo.com,Personal,Opt-In,21
alexander01@example.net,Other,Opt-In,14
wadejuan@knapp.com,Work,Opt-Out,7
kimberlyolson@hess.com,Home,Unkown,1
griffithjason@smith.com,Work,Opt-In,7
newmankimberly@yahoo.com,Personal,Opt-In,14
pgonzales@example.org,Other,Unkown,14
mark88@yahoo.com,Personal,Unkown,7
yhughes@example.net,Unknown,Opt-Out,14
scottbenson@example.net,Other,Opt-In,14
westanna@example.com,Unknown,Opt-Out,14
hernandezallen@hotmail.com,Home,Unkown,21
morrowtheresa@example.org,Unknown,Opt-Out,14
rpeters@hotmail.com,Personal,Opt-Out,21
davilakathryn@hart.com,Work,Opt-In,14
crystal55@hotmail.com,Personal,Unkown,1
kevin51@guzman.com,Work,Opt-Out,30
jeffreysmith@example.com,Other,Opt-Out,21
kking@friedman-hensley.info,Home,Opt-Out,1
kimberlyrogers@gmail.com,Personal,Opt-Out,14
jasondiaz@yoder-morales.com,Work,Opt-Out,30
jeremydeleon@example.com,Other,Opt-Out,14
parrishheather@example.org,Other,Opt-In,21
jennifer10@example.net,Unknown,Unkown,14
nhartman@hudson.com,Home,Unkown,14
hoffmanmatthew@example.com,Unknown,Opt-In,14
heatherswanson@gmail.com,Home,Opt-In,1
nathan43@gmail.com,Personal,Unkown,14
anthonywhitaker@example.com,Unknown,Opt-In,21
castrojeffrey@hotmail.com,Home,Opt-Out,21
harrymitchell@example.com,Other,Unkown,14
andrewsjanet@yahoo.com,Personal,Unkown,21
danielsanchez@yahoo.com,Home,Opt-Out,21
lorettagarza@gmail.com,Personal,Unkown,21
martinezlindsay@example.org,Other,Opt-Out,14
harrisangela@example.org,Other,Unkown,21
tara42@example.net,Unknown,Opt-In,14
christopher69@gmail.com,Home,Unkown,1
hpatrick@example.net,Unknown,Opt-In,14
peterselizabeth@example.net,Other,Unkown,21
sara76@banks.com,Home,Opt-In,14
lrussell@example.com,Unknown,Unkown,21
fowens@example.org,Unknown,Opt-Out,21
payneamber@hotmail.com,Home,Opt-Out,14
christophergeorge@hotmail.com,Home,Opt-In,14
oscarsnyder@gmail.com,Home,Unkown,14
qbrandt@shields-richardson.com,Home,Opt-In,14
david22@example.net,Other,Opt-Out,21
moorekyle@gmail.com,Personal,Opt-Out,14
erussell@example.net,Unknown,Opt-In,14
patriciasmith@gmail.com,Personal,Opt-In,21
michael62@example.net,Other,Opt-Out,14
weavermichael@example.org,Other,Opt-Out,14
timothy64@yahoo.com,Personal,Opt-In,1
gilesamanda@love-barber.com,Work,Opt-Out,14
qwalker@example.net,Unknown,Opt-In,21
stephanie44@example.org,Other,Unkown,14
josephmorales@sullivan.com,Work,Opt-Out,21
stephenponce@maldonado-leach.com,Home,Unkown,21
foxanthony@gmail.com,Home,Opt-Out,7
terrelljustin@gmail.com,Home,Opt-Out,14
edwardsmorgan@pena.com,Work,Opt-Out,30
ehayes@gmail.com,Home,Unkown,7
coreyluna@crosby-morris.info,Work,Opt-Out,7
wdavis@gmail.com,Home,Opt-In,7
nathanielortiz@hotmail.com,Home,Opt-In,14
morgan87@gmail.com,Personal,Unkown,1
srichardson@hotmail.com,Personal,Opt-In,14
brittanybush@jackson.com,Home,Opt-In,21
goodwinelaine@arellano.info,Work,Opt-Out,30
sanchezjessica@hotmail.com,Home,Opt-Out,14
calhounemily@yahoo.com,Home,Unkown,7
kparker@gmail.com,Personal,Opt-In,1
zlane@yahoo.com,Personal,Opt-In,21
zwagner@yahoo.com,Personal,Unkown,1
jacqueline42@example.com,Other,Opt-Out,14
david42@green.com,Work,Opt-Out,7
wkhan@example.net,Unknown,Opt-In,14
johnsonnathan@example.com,Other,Unkown,14
prattshawn@gmail.com,Home,Opt-In,7
kellyhansen@example.com,Unknown,Opt-In,21
ericcarlson@example.net,Unknown,Opt-In,21
tapiajulie@example.com,Other,Opt-Out,14
derek73@example.org,Unknown,Opt-In,14
cohencindy@yahoo.com,Home,Opt-Out,21
haroldcannon@example.org,Unknown,Opt-In,21
jeremy18@hotmail.com,Home,Opt-In,14
travis28@gibbs.com,Home,Opt-In,1
wilsonjessica@example.org,Other,Opt-In,21
jeffreyhall@hotmail.com,Personal,Opt-In,7
hjacobs@yahoo.com,Home,Opt-Out,21
dgreen@example.com,Other,Opt-In,14
harperwanda@example.net,Unknown,Opt-In,21
tramirez@example.org,Other,Opt-In,21
thomaslewis@example.com,Unknown,Unkown,14
portega@smith.com,Work,Opt-In,14
mariah90@jimenez.biz,Home,Opt-In,14
oliviarobertson@gmail.com,Personal,Opt-Out,21
alvarezmichelle@yahoo.com,Home,Opt-In,14
mackgarrett@example.net,Other,Opt-In,14
linda03@blackwell-johnson.com,Work,Opt-In,7
coxbrianna@freeman-rice.biz,Work,Opt-Out,21
trevorsantiago@example.org,Unknown,Unkown,21
ccummings@yahoo.com,Personal,Unkown,14
bethking@fox-young.net,Work,Opt-In,30
charles63@gmail.com,Home,Unkown,21
qjefferson@baird.com,Work,Opt-In,14
chandlerjohn@gmail.com,Personal,Opt-In,1
victoriabaird@gmail.com,Personal,Opt-In,14
ahudson@franklin.info,Work,Opt-In,14
nmahoney@delgado-lawrence.org,Work,Opt-Out,7
hughesnicole@williams.com,Home,Opt-Out,7
jrice@yahoo.com,Home,Opt-In,21
clintonavila@example.net,Other,Unkown,14
karen39@yahoo.com,Home,Opt-In,1
reidhector@hotmail.com,Personal,Opt-Out,21
nancy74@maxwell-hutchinson.com,Work,Opt-In,30
hochoa@example.net,Other,Unkown,14
john63@fowler.com,Work,Opt-Out,30
floresallen@example.org,Other,Opt-Out,14
amybutler@example.org,Unknown,Opt-In,14
antonio37@example.net,Unknown,Opt-In,21
airwin@example.net,Unknown,Opt-In,14
rsmith@example.org,Unknown,Opt-Out,21
linda18@example.net,Unknown,Unkown,21
jonesamber@example.net,Unknown,Opt-In,21
santospatricia@butler.com,Home,Opt-Out,1
thomaskatherine@cline-flores.org,Home,Opt-In,14
qharris@mendez-rasmussen.com,Work,Opt-In,21
qcollier@collier.info,Work,Opt-Out,21
craigsanders@example.net,Other,Opt-Out,14
nathanieljones@example.com,Unknown,Opt-In,21
jessicagreen@thompson-carson.biz,Work,Opt-In,14
hilldebra@robinson.com,Work,Opt-In,14
nunezjenna@gmail.com,Home,Opt-In,14
heather82@example.com,Other,Opt-Out,21
floresjennifer@example.org,Other,Unkown,21
paul21@webb-lyons.com,Work,Opt-In,30
clarktony@example.com,Other,Opt-Out,21
rogerslinda@gmail.com,Personal,Opt-In,14
chungmichelle@example.org,Unknown,Opt-Out,14
buchanangregory@example.net,Unknown,Opt-In,21
nwinters@yahoo.com,Home,Unkown,21
christinemorris@example.net,Unknown,Opt-Out,14
ebonythompson@hotmail.com,Home,Opt-In,14
whitebrian@gmail.com,Personal,Opt-In,1
wlee@example.net,Unknown,Opt-Out,21
scott92@hotmail.com,Personal,Unkown,21
ppeterson@johnson.com,Work,Opt-Out,7
leejeremy@gmail.com,Home,Opt-In,14
matthew02@example.org,Other,Unkown,21
sandramartinez@gmail.com,Personal,Opt-In,21
gutierrezchristine@gmail.com,Personal,Opt-In,7
mezamichelle@example.org,Other,Unkown,21
ericdean@example.net,Other,Opt-In,21
nathan62@example.org,Unknown,Opt-In,14
william06@gmail.com,Home,Opt-Out,21
rodriguezbenjamin@hotmail.com,Home,Opt-Out,1
ydavis@yahoo.com,Home,Unkown,1
amberfarrell@example.com,Unknown,Opt-In,21
randallstewart@hotmail.com,Personal,Opt-In,14
deanchristina@perry.com,Work,Opt-Out,30
russell25@hardy.net,Work,Opt-In,14
scottlisa@gmail.com,Personal,Opt-Out,14
bentleytracy@example.com,Unknown,Unkown,14
kristy53@example.com,Unknown,Unkown,21
billytaylor@example.com,Unknown,Opt-In,21
umurray@example.net,Unknown,Opt-In,14
wvaughn@example.org,Unknown,Unkown,21
moorejeffrey@hotmail.com,Home,Opt-Out,7
lambheather@gmail.com,Home,Unkown,7
dan55@lawson-white.com,Work,Opt-Out,30
bensonjeffrey@stephens.com,Work,Opt-In,7
raymondarroyo@yahoo.com,Personal,Opt-In,21
lauradominguez@yahoo.com,Personal,Opt-In,1
tyler37@james-may.com,Work,Opt-In,14
jeanetteortiz@example.net,Unknown,Opt-Out,21
wilsonjoseph@joseph.org,Work,Opt-Out,14
hodgesbilly@example.net,Other,Opt-In,14
xhill@example.com,Unknown,Opt-In,21
kpeters@example.org,Unknown,Opt-Out,21
ryan76@baxter.net,Work,Opt-In,7
wduke@example.com,Other,Opt-In,14
ryanalexander@sullivan.org,Home,Opt-In,14
laurenbailey@thomas.net,Work,Opt-In,7
jmathews@burns-marshall.com,Work,Opt-In,7
parkerlarry@wright.biz,Work,Opt-In,14
williamskaren@example.org,Other,Opt-In,21
marctaylor@gmail.com,Home,Unkown,21
owoodard@example.com,Other,Opt-In,14
loveelizabeth@gonzalez-martinez.net,Work,Opt-In,30
christopher18@hotmail.com,Personal,Opt-In,14
imckay@example.net,Other,Opt-Out,14
farmermary@example.net,Unknown,Opt-Out,21
fsanchez@example.org,Unknown,Opt-Out,14
rachel25@example.org,Other,Opt-In,14
katrinalopez@gmail.com,Home,Opt-Out,21
johnmarshall@example.org,Other,Opt-In,21
walterslori@example.org,Unknown,Opt-In,21
tdoyle@frye.org,Work,Opt-In,30
holly01@torres.net,Work,Opt-Out,7
kwatkins@example.net,Unknown,Opt-In,21
fernandezalyssa@hotmail.com,Home,Opt-In,14
jmccarthy@nichols.com,Work,Opt-Out,7
vyoung@savage.com,Work,Opt-In,14
cruznicholas@brown-miller.com,Work,Opt-In,21
bonniegreen@example.com,Unknown,Unkown,21
heathermorales@yahoo.com,Personal,Opt-In,14
edwardtyler@example.com,Unknown,Opt-Out,21
isaac21@keller.net,Work,Opt-Out,7
morgan76@example.com,Other,Opt-Out,21
johnsonmegan@example.net,Other,Opt-In,21
jessewilkinson@yahoo.com,Personal,Opt-Out,14
jeremyhansen@example.net,Other,Opt-Out,21
franklinmary@example.net,Unknown,Opt-In,21
keith01@example.net,Other,Opt-Out,14
xsims@hotmail.com,Home,Opt-In,21
nrodriguez@hotmail.com,Personal,Unkown,14
suzannerobinson@hotmail.com,Home,Unkown,14
xbailey@example.com,Unknown,Opt-In,21
gomezzachary@mcgee.biz,Work,Opt-In,14
derrick48@example.com,Unknown,Opt-In,21
nicholasgomez@bell.com,Work,Opt-In,30
daniel95@yahoo.com,Home,Opt-Out,1
gnguyen@example.org,Unknown,Opt-Out,14
gibsonjeffery@hooper-anderson.com,Work,Opt-In,30
tracymoore@hotmail.com,Personal,Opt-In,7
andrerasmussen@gmail.com,Personal,Unkown,14
carterdominic@yahoo.com,Personal,Unkown,21
jody55@hotmail.com,Home,Opt-In,1
jasminepennington@yahoo.com,Home,Opt-Out,1
coreymoore@hotmail.com,Home,Unkown,1
utorres@example.org,Unknown,Opt-In,21
armstrongjohn@ross.com,Home,Opt-In,14
william30@fields.com,Work,Opt-In,21
rollinstanya@yahoo.com,Home,Opt-In,21
holly10@walton.com,Work,Opt-Out,21
ydavis@example.org,Other,Opt-In,14
holly07@example.org,Other,Opt-Out,14
mrhodes@hotmail.com,Personal,Opt-In,21
turneramanda@example.net,Other,Opt-In,21
muellerkimberly@example.com,Unknown,Opt-In,21
braunpaul@peterson.com,Home,Opt-In,1
jonathan59@example.net,Other,Opt-Out,21
dale60@example.com,Unknown,Opt-Out,21
dawnhuff@example.net,Other,Opt-In,14
michaelbrown@example.net,Other,Unkown,21
joelrodriguez@example.com,Other,Opt-In,14
gonzalezsteven@example.com,Other,Unkown,14
angie15@hotmail.com,Personal,Opt-In,21
jamesshaw@example.com,Other,Opt-In,14
chambersjenna@ibarra-morris.com,Home,Unkown,21
maryleblanc@williams-berger.com,Work,Opt-Out,7
justin13@yahoo.com,Personal,Unkown,14
gbryant@kline-miller.org,Work,Opt-Out,21
ericmoreno@yahoo.com,Personal,Opt-In,1
buchananleslie@anderson.com,Home,Opt-Out,1
jonespam@example.com,Other,Opt-In,21
millerchelsea@example.com,Unknown,Opt-In,14
myersjustin@griffith-butler.com,Work,Opt-In,21
william67@gmail.com,Personal,Opt-In,7
kanestephen@clark.biz,Work,Opt-Out,7
mbryant@gmail.com,Personal,Opt-In,21
coxjennifer@example.org,Other,Unkown,21
johnsonjamie@yahoo.com,Home,Unkown,7
vancedana@hotmail.com,Personal,Opt-In,21
baileymanuel@example.net,Other,Opt-Out,14
benjaminking@hotmail.com,Personal,Opt-In,21
franklinmichael@hotmail.com,Personal,Opt-Out,7
wagnermichael@higgins.biz,Work,Opt-In,7
steventhomas@hotmail.com,Home,Opt-In,21
thomas63@turner.com,Work,Opt-Out,7
wpalmer@hall.org,Home,Unkown,7
philipaustin@skinner.biz,Work,Opt-In,30
beasleyevelyn@dennis.com,Work,Opt-In,7
walsherika@example.net,Unknown,Opt-Out,21
jamie52@example.net,Unknown,Opt-Out,21
cgarcia@hotmail.com,Home,Unkown,21
anthony16@example.com,Unknown,Opt-In,21
williamsashley@andrews.com,Home,Opt-In,21
chad38@ochoa.com,Home,Opt-Out,7
johnbaker@hotmail.com,Home,Opt-Out,1
jeremyparker@example.net,Other,Opt-In,14
allen30@example.org,Unknown,Opt-In,14
ythornton@example.com,Other,Opt-In,14
moorejenna@yahoo.com,Home,Unkown,1
ihudson@mendoza-owen.com,Home,Opt-In,21
brandon81@example.com,Other,Opt-Out,21
hawkinsmary@hill-chung.com,Home,Opt-Out,14
gyoung@example.org,Other,Opt-Out,21
greenjose@gmail.com,Personal,Opt-In,7
dunnchelsea@hotmail.com,Home,Opt-In,14
moniqueperkins@example.com,Unknown,Opt-In,21
zachary76@harrison.com,Work,Opt-Out,30
kimmarshall@norris-nguyen.com,Work,Opt-In,14
rebeccabutler@myers.net,Home,Opt-Out,21
caseywilliams@garza-haney.net,Work,Opt-Out,14
uflynn@example.org,Other,Opt-In,21
coxsarah@hotmail.com,Personal,Opt-In,14
isaaclane@hotmail.com,Personal,Opt-In,14
nmiller@hotmail.com,Home,Opt-In,21
abenson@example.net,Other,Opt-Out,21
jesus46@example.net,Unknown,Unkown,21
diazemily@example.com,Unknown,Unkown,14
trevor37@may.org,Work,Opt-Out,30
stephanie84@hernandez.com,Work,Opt-Out,30
david52@watson.com,Work,Opt-Out,14
bruiz@example.com,Unknown,Opt-Out,21
dukecraig@example.org,Unknown,Opt-In,21
bonillajack@brown.com,Work,Opt-Out,14
amandahicks@yahoo.com,Home,Unkown,21
timothycarlson@example.org,Unknown,Opt-In,21
walkerlindsey@hotmail.com,Home,Unkown,7
lhart@alexander.com,Home,Opt-In,7
yjohnston@yahoo.com,Home,Opt-In,7
paul68@nash.com,Work,Opt-Out,7
christophersmith@example.com,Other,Opt-Out,14
michael54@example.com,Other,Opt-Out,21
