customer_id,first_name,last_name,user_name,gender,ssn,birthdate,job,creditcard,ethnicity,married,income,education,source_id
6319,Anthony,Williams,willihony263,M,415-79-3724,1921-03-13,Accommodation manager,6011501879260470|11/26|VISA 16 digit,Indian,M,700000,HS,28
6320,Brittany,Lawson,lawsotany464,F,847-17-0181,1937-05-29,Futures trader,30488200399526|03/30|VISA 16 digit,White,M,150000,HS,25
6321,Glen,Beck,beckglen404,M,033-52-8085,1983-09-05,Clinical psychologist,2235579833844562|07/26|Maestro,Other,M,150000,AA,43
6322,David,Hall,hallavid798,M,899-67-0424,1927-06-16,Special educational needs teacher,3506185853602029|09/25|VISA 19 digit,Black,M,900000,HS,7
6323,Corey,Wilson,wilsoorey020,M,175-67-1349,1908-07-15,Set designer,4902386731634969254|03/27|American Express,White,S,35000,AA,7
6324,Ethan,Baker,bakerthan974,M,071-99-9808,1962-05-11,Printmaker,38716739836739|08/31|JCB 16 digit,Black,M,400000,BA,26
6325,Melanie,Holland,hollaanie865,F,028-77-2098,1953-05-27,Midwife,3566763905296581|02/28|VISA 13 digit,Other,M,125000,MA,6
6326,Tammy,Harmon,harmoammy495,F,288-08-4061,1962-06-19,Barrister's clerk,676299482866|05/30|VISA 16 digit,Black,M,250000,AA,1
6327,Carol,Kelly,kellyarol241,F,392-01-5234,1914-12-14,Journalist magazine,2259807565236744|02/26|Diners Club,White,M,275000,HS,30
6328,Larry,Martin,martiarry575,M,644-55-0842,1940-08-04,Financial adviser,3507411386653456|03/28|JCB 15 digit,White,M,50000,MA,17
6329,Rachel,Wiley,wileychel191,F,138-46-7363,1953-03-29,Physiotherapist,3580269756186188|03/22|Diners Club,Other,M,200000,MA,44
6330,Christopher,Andrews,andrepher471,M,417-92-7287,1923-12-30,Museum/gallery conservator,6515020971442119|09/27|Discover,Other,D,900000,HS,13
6331,Amy,Hill,hillamy012,U,047-08-4961,1931-11-24,Horticulturist amenity,503842256953|03/29|Diners Club,Black,M,700000,HS,40
6332,Nathan,Peters,peterthan864,M,527-71-3309,1956-08-24,Chartered loss adjuster,675926626028|09/24|VISA 13 digit,Black,M,1000000,AA,41
6333,Pamela,Turner,turnemela352,F,228-80-1088,2009-09-20,Health physicist,346296758339920|06/27|Discover,Black,D,75000,BA,2
6334,John,Miller,millejohn142,M,085-67-3442,2002-02-17,Retail merchandiser,4081146342151805|10/29|JCB 16 digit,Other,M,550000,HS,32
6335,Amy,Wagner,wagneamy122,F,373-68-5495,1951-04-20,Chief Technology Officer,30457065499655|11/25|VISA 13 digit,White,M,500000,DR,13
6336,Ashley,Zamora,zamorhley025,F,780-43-6578,1998-06-11,Museum/gallery exhibitions officer,4841892118453047|02/31|Maestro,Indian,D,300000,BA,7
6337,Chad,Cook,cookchad632,M,615-71-5962,1973-02-27,Engineer water,6530206379934234|06/22|Maestro,Other,M,75000,BA,11
6338,Stephanie,Jackson,jacksanie380,F,176-69-9495,1992-08-24,Psychiatric nurse,30565038076523|08/27|VISA 13 digit,Latino,M,700000,BA,13
6339,Brooke,Willis,williooke009,F,884-36-2492,1916-10-18,Exercise physiologist,213154206817296|10/31|Mastercard,Black,D,175000,BA,33
6340,Luis,Bowers,bowerluis287,M,040-91-8480,1923-11-28,Clinical psychologist,5321900615032861|05/25|Mastercard,Black,M,900000,BA,11
6341,Tara,Stephenson,stephtara394,F,549-01-8258,1975-01-25,Dance movement psychotherapist,3573185505218792|06/24|Mastercard,Black,D,175000,BA,11
6342,Mary,Brooks,brookmary739,F,612-07-5982,1984-09-03,Plant breeder/geneticist,503844378664|12/22|VISA 16 digit,White,M,800000,DR,17
6343,Mary,Brooks,brookmary739,F,612-07-5982,1984-09-03,Plant breeder/geneticist,503844378664|12/22|VISA 16 digit,White,M,800000,DR,17
6344,Stacy,Walker,walketacy146,F,811-54-2031,1953-01-18,Psychologist occupational,346400827503231|11/31|American Express,Black,D,900000,BA,28
6345,David,Morris,morriavid061,U,478-55-8837,1957-09-17,Public house manager,4128585258978|09/22|JCB 16 digit,Asian,D,900000,BA,32
6346,Eric,Olsen,olseneric635,M,865-16-9987,1932-07-23,Recruitment consultant,676336146714|03/28|VISA 13 digit,Black,M,200000,BA,17
6347,Eric,Olsen,olseneric635,M,865-16-9987,1932-07-23,Recruitment consultant,676336146714|03/28|VISA 13 digit,Black,M,200000,BA,17
6348,James,Kane,kaneames046,M,821-70-3492,2006-08-03,Passenger transport manager,4985005118684729|07/22|JCB 16 digit,Black,M,600000,HS,6
6349,James,Kane,kaneames046,M,821-70-3492,2006-08-03,Passenger transport manager,4985005118684729|07/22|JCB 16 digit,Black,M,600000,HS,6
6350,Edward,Olson,olsonward804,U,595-61-1870,1926-12-18,Estate agent,579269281666|08/25|Diners Club,Black,M,900000,MA,35
6351,Alison,Roberson,roberison460,F,647-49-8893,2010-03-25,Psychotherapist child,3584964246938133|09/31|JCB 15 digit,Latino,U,175000,HS,12
6352,Dylan,Hardy,hardyylan505,M,625-72-1588,1970-07-10,Maintenance engineer,6509995357469331|03/27|JCB 16 digit,White,M,800000,MA,7
6353,Matthew,Turner,turnethew440,M,667-89-1574,1994-06-16,Herpetologist,4122038610153121439|12/26|Maestro,Indian,M,350000,DR,42
6354,John,Snyder,snydejohn915,M,792-88-3619,1966-01-30,Cabin crew,4597272114606029|04/31|Diners Club,Latino,M,1000000,HS,33
6355,Anthony,Perez,perezhony921,U,034-71-1430,2013-01-28,Estate manager/land agent,5274648371540984|04/29|VISA 16 digit,Other,M,350000,MA,33
6356,Edward,Brown,brownward997,M,711-99-4158,1950-04-10,Field trials officer,2370370701198348|07/24|VISA 16 digit,Other,M,75000,HS,1
6357,Brenda,Wilson,wilsoenda903,F,727-65-6718,1923-07-31,Engineer broadcasting (operations),2298260271489129|05/28|Discover,Indian,M,400000,HS,41
6358,Daniel,Anderson,anderniel425,M,342-72-6400,2018-10-30,Market researcher,6566400495891215|06/29|Discover,Indian,M,450000,DR,35
6359,Kevin,Olson,olsonevin562,M,689-18-1309,1977-07-05,Oceanographer,4632993345695245|06/29|Maestro,White,D,175000,BA,20
6360,Angela,Garrett,garregela400,U,207-44-1090,2007-06-03,Engineer site,4691983727071309893|02/31|JCB 15 digit,White,S,275000,AA,22
6361,Robert,Perez,perezbert524,U,142-11-8490,1909-05-11,Armed forces operational officer,630401996305|08/28|VISA 16 digit,Other,M,25000,BA,35
6362,Gary,Poole,poolegary834,M,373-68-8115,1932-03-28,Aid worker,639034816103|01/22|VISA 19 digit,White,M,35000,MA,17
6363,Francisco,Jones,jonesisco245,M,013-22-1143,1966-04-03,Pharmacist hospital,3540137516098499|08/24|JCB 16 digit,White,M,700000,MA,13
6364,Mark,Baker,bakermark456,U,270-31-2814,1993-02-20,Chartered management accountant,4250667293805185|10/29|VISA 13 digit,Black,M,900000,BA,18
6365,John,Ryan,ryanjohn981,M,031-76-3250,1951-02-28,Nurse learning disability,4882070275357522986|02/27|VISA 16 digit,White,S,600000,HS,27
6366,Megan,Gomez,gomezegan923,U,020-31-9897,1949-07-03,Designer television/film set,370995493371101|09/22|VISA 16 digit,Other,S,300000,MA,35
6367,Nicole,Smith,smithcole027,F,419-25-3309,1950-07-06,Production assistant television,4304492318524448|08/25|American Express,Black,M,700000,HS,36
6368,Cory,Duncan,duncacory671,M,258-97-8716,1920-08-13,Chief Operating Officer,502016644812|04/25|VISA 16 digit,Other,M,900000,BA,6
6369,Todd,Sheppard,shepptodd968,M,178-32-9841,1996-03-10,Data processing manager,3580647693009573|11/28|Mastercard,Other,M,325000,HS,43
6370,Ashley,Nixon,nixonhley487,F,315-91-4271,2006-09-15,Engineer agricultural,3501313861097686|10/28|JCB 15 digit,Black,M,125000,HS,16
6371,Ashley,Nixon,nixonhley487,F,315-91-4271,2006-09-15,Engineer agricultural,3501313861097686|10/28|JCB 15 digit,Black,M,125000,HS,16
6372,Rodney,Sawyer,sawyedney960,M,761-26-4240,1999-07-08,Trade union research officer,4094206192044347|07/27|JCB 16 digit,Black,M,125000,BA,38
6373,Paul,Moreno,morenpaul940,U,051-06-4826,1998-09-02,Airline pilot,3596776381566826|10/31|Maestro,Asian,M,175000,BA,44
6374,Matthew,Munoz,munozthew783,M,362-02-6063,1952-06-10,Administrator education,3584435501612036|09/30|Mastercard,Indian,M,325000,DR,4
6375,Susan,Thompson,thompusan595,F,241-46-0254,1962-03-31,Child psychotherapist,4209419557325845|08/30|VISA 16 digit,Other,M,25000,HS,16
6376,Susan,Thompson,thompusan595,F,241-46-0254,1962-03-31,Child psychotherapist,4209419557325845|08/30|VISA 16 digit,Other,M,25000,HS,16
6377,Joshua,Mccormick,mccorshua946,M,706-92-1650,1992-01-10,Civil Service fast streamer,4829079901338918|06/28|American Express,Asian,D,50000,DR,41
6378,Brian,Smith,smithrian169,M,207-86-4055,1973-06-23,Engineer control and instrumentation,4964815132400414|10/23|Diners Club,Latino,D,400000,HS,17
6379,Heather,Stanley,stanlther225,F,512-29-4785,1957-11-28,Development worker international aid,3540232249667825|09/28|VISA 16 digit,Black,M,125000,BA,9
6380,Heather,Stanley,stanlther225,F,512-29-4785,1957-11-28,Development worker international aid,3540232249667825|09/28|VISA 16 digit,Black,M,125000,BA,9
6381,Sharon,Smith,smitharon871,F,619-43-6906,1908-12-02,Freight forwarder,3551471680745437|11/27|Diners Club,Other,D,300000,HS,29
6382,Joshua,Dudley,dudleshua292,M,221-87-2304,1944-02-08,Advertising copywriter,4956849877587779179|07/25|JCB 16 digit,Asian,D,150000,BA,42
6383,Alicia,Duncan,duncaicia529,F,669-89-0859,1962-06-24,Therapist art,2659516193519423|08/30|Discover,White,M,100000,MA,10
6384,Alicia,Duncan,duncaicia529,F,669-89-0859,1962-06-24,Therapist art,2659516193519423|08/30|Discover,White,M,100000,MA,10
6385,Mark,Duarte,duartmark569,U,722-12-0841,1916-05-13,Games developer,4865436237130812|07/24|VISA 16 digit,White,M,325000,BA,38
6386,Mark,Duarte,duartmark569,U,722-12-0841,1916-05-13,Games developer,4865436237130812|07/24|VISA 16 digit,White,M,325000,BA,38
6387,Deanna,Martinez,martianna135,F,635-69-2784,1914-10-15,Barrister,4004934699925|09/28|JCB 16 digit,Black,D,250000,BA,40
6388,Alexander,Peck,pecknder868,M,707-67-9702,1935-12-16,Psychotherapist dance movement,3554566704541253|03/25|VISA 16 digit,Asian,M,400000,BA,8
6389,Jennifer,Blake,blakeifer062,F,609-07-3840,1938-12-25,Product manager,2683052987955151|04/23|VISA 19 digit,Black,U,150000,DR,35
6390,Jeffery,Berg,bergfery787,M,897-72-5075,1956-05-01,Administrator arts,676338096925|06/30|JCB 16 digit,Latino,M,150000,HS,30
6391,Jeffery,Berg,bergfery787,M,897-72-5075,1956-05-01,Administrator arts,676338096925|06/30|JCB 16 digit,Latino,M,150000,HS,30
6392,Carl,Skinner,skinncarl501,M,875-91-3658,1986-10-11,IT consultant,4614512226956690|03/25|VISA 16 digit,Asian,M,350000,MA,38
6393,Tracy,Alexander,alexaracy010,F,570-07-8326,1979-05-25,Merchandiser retail,4376393307024353|06/30|VISA 16 digit,Black,M,800000,DR,43
6394,Karen,Wagner,wagnearen367,F,438-57-6177,1926-01-20,Farm manager,4623106625187388816|01/25|Diners Club,Latino,U,250000,BA,8
6395,Karen,Wagner,wagnearen367,F,438-57-6177,1926-01-20,Farm manager,4623106625187388816|01/25|Diners Club,Latino,U,250000,BA,8
6396,John,James,jamesjohn591,M,463-32-6721,1963-04-09,Ergonomist,3544340422627171|09/30|Diners Club,Black,M,600000,HS,33
6397,Nicholas,Brown,brownolas296,M,615-92-6224,1956-01-24,Scientist research (maths),6011829325480123|06/23|JCB 16 digit,Black,M,300000,HS,29
6398,Nicholas,Brown,brownolas296,M,615-92-6224,1956-01-24,Scientist research (maths),6011829325480123|06/23|JCB 16 digit,Black,M,300000,HS,29
6399,Scott,Allen,allencott348,M,159-09-1665,1964-03-27,Clinical embryologist,3541048400239389|08/31|VISA 13 digit,Asian,D,450000,BA,20
6400,Connor,Williams,willinnor350,M,423-41-4650,1958-07-08,Consulting civil engineer,3500478380991643|01/31|Diners Club,White,M,300000,BA,36
6401,Connor,Williams,willinnor350,M,423-41-4650,1958-07-08,Consulting civil engineer,3500478380991643|01/31|Diners Club,White,M,300000,BA,36
6402,Jacob,Marsh,marshacob017,M,676-67-6587,1974-08-25,Regulatory affairs officer,4820852284573692|08/31|JCB 16 digit,Black,M,400000,BA,3
6403,Paige,Gonzalez,gonzaaige023,U,323-55-2971,1962-05-09,Risk manager,3557793398143843|01/26|VISA 16 digit,Black,M,450000,AA,10
6404,Andrew,Roberts,roberdrew276,M,170-67-4159,1943-02-19,Accountant chartered,3548446965693672|04/26|Mastercard,White,M,800000,DR,33
6405,Seth,Davis,davisseth076,M,259-04-3746,1953-11-16,Dentist,501884927010|03/22|JCB 15 digit,White,S,75000,HS,20
6406,Joshua,Nelson,nelsoshua959,M,322-08-9425,1947-08-23,Careers adviser,3544777564794964|05/28|JCB 16 digit,Latino,M,175000,BA,11
6407,Carolyn,Mccall,mccalolyn030,F,657-41-5634,1979-10-15,Location manager,213139974214222|04/24|VISA 16 digit,Asian,M,100000,HS,10
6408,Carolyn,Mccall,mccalolyn030,F,657-41-5634,1979-10-15,Location manager,213139974214222|04/24|VISA 16 digit,Asian,M,100000,HS,10
6409,Nicole,Reed,reedcole780,F,415-15-8477,2012-05-11,Hydrogeologist,377355950134695|06/28|Diners Club,Other,M,300000,HS,31
6410,Dylan,Burgess,burgeylan622,M,270-88-2717,1975-10-14,Administrator,4654154487975985568|09/31|VISA 19 digit,White,D,275000,HS,31
6411,Michael,Shaw,shawhael109,M,722-68-6570,1928-09-06,Illustrator,676109666468|11/31|VISA 13 digit,White,D,1000000,DR,31
6412,Ronald,Ramsey,ramsenald254,M,751-96-2103,1972-10-11,Magazine journalist,4652111780601|06/23|Mastercard,Black,S,225000,DR,30
6413,Reginald,Williams,willinald994,M,280-93-1635,1939-09-01,Product/process development scientist,4587122287119338|09/25|JCB 16 digit,Black,M,800000,BA,39
6414,Reginald,Williams,willinald994,M,280-93-1635,1939-09-01,Product/process development scientist,4587122287119338|09/25|JCB 16 digit,Black,M,800000,BA,39
6415,Matthew,Bennett,bennethew792,M,785-96-9189,1943-12-19,Ecologist,2238105212754771|12/26|VISA 16 digit,Other,S,700000,MA,1
6416,Matthew,Padilla,padilthew604,M,748-47-9558,2011-10-25,Textile designer,3507000638523557|08/27|JCB 16 digit,Indian,M,50000,DR,27
6417,Matthew,Padilla,padilthew604,M,748-47-9558,2011-10-25,Textile designer,3507000638523557|08/27|JCB 16 digit,Indian,M,50000,DR,27
6418,Cristian,Stanley,stanltian896,M,152-76-4512,1982-09-03,Armed forces training and education officer,375764656866595|08/31|VISA 16 digit,Latino,M,275000,HS,8
6419,Cristian,Stanley,stanltian896,M,152-76-4512,1982-09-03,Armed forces training and education officer,375764656866595|08/31|VISA 16 digit,Latino,M,275000,HS,8
6420,Richard,Chen,chenhard992,M,368-29-4730,1947-10-18,Psychotherapist dance movement,180042156176608|02/23|Diners Club,Latino,M,175000,HS,7
6421,David,Thornton,thornavid971,M,707-22-0859,1957-05-12,Ranger/warden,501852091567|09/31|VISA 13 digit,White,M,450000,BA,16
6422,Richard,Mason,masonhard175,M,850-69-7639,1940-07-30,Sound technician broadcasting/film/video,6506731934089224|01/30|JCB 15 digit,White,M,50000,HS,26
6423,Richard,Mason,masonhard175,M,850-69-7639,1940-07-30,Sound technician broadcasting/film/video,6506731934089224|01/30|JCB 15 digit,White,M,50000,HS,26
6424,Emily,Edwards,edwarmily665,F,188-37-5333,1960-01-19,Editor commissioning,4913143712420|02/24|VISA 13 digit,Black,M,500000,BA,18
6425,Caitlin,Martin,martitlin571,F,581-80-2022,1925-01-29,Environmental consultant,30020867491047|07/22|JCB 15 digit,Other,M,50000,AA,4
6426,Beth,Peters,peterbeth426,F,276-63-6409,1939-12-10,Office manager,4507755316498673|07/31|Diners Club,White,M,300000,HS,42
6427,Sean,Garcia,garcisean518,M,211-64-5954,2005-03-06,Journalist broadcasting,4068907979578330|05/31|Maestro,Black,S,500000,HS,1
6428,Ann,Valenzuela,valenann161,F,659-09-0058,1935-09-17,Risk analyst,343656087201401|11/27|VISA 16 digit,Black,D,175000,HS,30
6429,Julian,Perez,perezlian820,M,037-44-2237,1969-06-03,Chartered legal executive (England and Wales),4153761187299031|10/29|Mastercard,Black,S,35000,MA,38
6430,Rhonda,Day,dayonda557,U,176-03-1327,1990-10-11,Production manager,2250930588653346|03/25|VISA 13 digit,Other,U,900000,MA,29
6431,Rhonda,Day,dayonda557,U,176-03-1327,1990-10-11,Production manager,2250930588653346|03/25|VISA 13 digit,Other,U,900000,MA,29
6432,Cynthia,Fisher,fishethia062,F,303-55-7413,2017-10-31,Community education officer,4998658967037699|08/24|Mastercard,Black,M,275000,MA,39
6433,Cynthia,Fisher,fishethia062,F,303-55-7413,2017-10-31,Community education officer,4998658967037699|08/24|Mastercard,Black,M,275000,MA,39
6434,Karen,Murillo,murilaren845,F,220-76-1929,1988-09-28,Chief Marketing Officer,3507694307752461|12/26|Discover,Latino,M,75000,MA,40
6435,Daniel,Smith,smithniel300,M,429-78-9818,2016-11-08,Chartered certified accountant,3520084587464297|11/31|Discover,Black,M,600000,BA,12
6436,Todd,Wilson,wilsotodd920,M,661-44-9501,1913-03-02,Waste management officer,4085387599091502|05/31|Diners Club,White,M,125000,HS,40
6437,Jeffrey,Thompson,thompfrey629,M,523-23-5184,1984-05-16,Engineer chemical,3587677321836165|04/31|JCB 16 digit,Indian,S,1000000,HS,41
6438,Tammy,Mcmillan,mcmilammy207,F,752-80-7556,1996-12-16,Estate agent,676192848908|07/31|Mastercard,White,M,225000,DR,6
6439,Judy,Gibson,gibsojudy018,F,114-84-9937,1943-10-18,Bookseller,2716646935427360|10/31|Maestro,Other,D,75000,MA,15
6440,Danielle,Kane,kaneelle639,F,260-32-9874,2016-09-26,Financial adviser,4936412021483652979|06/29|VISA 13 digit,White,D,275000,DR,22
6441,Danielle,Kane,kaneelle639,F,260-32-9874,2016-09-26,Financial adviser,4936412021483652979|06/29|VISA 13 digit,White,D,275000,DR,22
6442,Brent,Williams,willirent566,M,035-75-7466,1917-11-17,Risk analyst,502080712925|09/25|VISA 16 digit,White,M,1000000,DR,24
6443,Todd,Wright,wrightodd363,M,092-22-4886,1920-06-19,Financial manager,6011278152118374|12/30|JCB 16 digit,Other,D,225000,AA,42
6444,Robert,Hamilton,hamilbert627,M,731-84-6393,1908-10-31,Systems analyst,569780087460|05/28|Diners Club,White,M,275000,HS,42
6445,Michael,Weber,weberhael755,M,382-86-3971,1981-08-22,Publishing rights manager,4405016876136655|05/27|JCB 16 digit,White,M,550000,DR,31
6446,Samantha,Beltran,beltrntha772,F,643-74-3002,1973-03-20,TEFL teacher,4326779011067903873|09/29|VISA 19 digit,Indian,M,150000,HS,10
6447,Beth,Roberts,roberbeth940,F,590-98-3488,2020-09-02,Administrator Civil Service,30117244193294|06/23|Maestro,Asian,D,500000,MA,13
6448,Kevin,Novak,novakevin641,M,405-66-7734,2016-02-29,Radiation protection practitioner,4009551393173|03/23|JCB 16 digit,White,M,200000,HS,39
6449,Kevin,Novak,novakevin641,M,405-66-7734,2016-02-29,Radiation protection practitioner,4009551393173|03/23|JCB 16 digit,White,M,200000,HS,39
6450,Erica,Caldwell,caldwrica954,F,574-86-6680,1950-05-25,Advertising account planner,36995671504354|03/28|Mastercard,Black,M,300000,MA,14
6451,Daniel,King,kingniel939,M,334-43-6270,1970-07-23,Embryologist clinical,4592115748407907|04/24|Maestro,Other,M,35000,DR,23
6452,Mary,Solomon,solommary647,F,095-90-5202,2016-03-03,Research scientist (maths),4030075032417192362|05/30|Diners Club,Latino,D,400000,BA,25
6453,Brian,Phillips,phillrian904,M,714-04-4909,1916-05-01,Broadcast engineer,2424714944694447|02/25|Discover,Indian,M,800000,HS,15
6454,Brian,Phillips,phillrian904,M,714-04-4909,1916-05-01,Broadcast engineer,2424714944694447|02/25|Discover,Indian,M,800000,HS,15
6455,Denise,Perez,pereznise671,F,309-10-3694,1922-04-15,Hotel manager,5453683017624564|09/31|American Express,Asian,M,150000,MA,16
6456,Michael,Thompson,thomphael013,U,457-76-7421,1919-09-06,Forensic psychologist,213156300046318|07/30|VISA 19 digit,White,U,150000,BA,36
6457,Sarah,Carey,careyarah949,F,111-20-8957,1977-10-18,Engineer site,3512223468890556|08/25|Diners Club,Asian,S,900000,MA,29
6458,Cheyenne,Davis,davisenne903,F,450-51-8398,1914-08-01,Diagnostic radiographer,30092213931976|06/30|VISA 16 digit,Latino,U,700000,BA,10
6459,Jacob,Gilbert,gilbeacob764,M,327-02-9483,1940-08-25,Passenger transport manager,4661370170557614|07/25|VISA 16 digit,Latino,D,150000,BA,4
6460,Andrea,Conway,conwadrea168,F,771-32-6202,1951-04-14,Technical sales engineer,374441228246819|05/27|VISA 16 digit,Indian,U,225000,HS,28
6461,Kendra,Rodgers,rodgendra053,F,768-70-7371,1971-09-11,Psychiatric nurse,3537495021682131|07/31|VISA 16 digit,Latino,M,275000,BA,34
6462,Kendra,Rodgers,rodgendra053,F,768-70-7371,1971-09-11,Psychiatric nurse,3537495021682131|07/31|VISA 16 digit,Latino,M,275000,BA,34
6463,Taylor,Richardson,richaylor188,F,076-42-3333,1935-02-20,Biochemist clinical,38281341435040|09/28|JCB 16 digit,Asian,M,225000,HS,36
6464,Taylor,Richardson,richaylor188,F,076-42-3333,1935-02-20,Biochemist clinical,38281341435040|09/28|JCB 16 digit,Asian,M,225000,HS,36
6465,Catherine,Martin,martirine050,F,213-06-3495,2019-02-05,Meteorologist,4001230679749025232|03/25|JCB 15 digit,Black,M,35000,HS,28
6466,Karen,Potts,pottsaren983,F,552-96-5909,1983-03-19,Writer,4091729981684272871|01/27|VISA 16 digit,Latino,M,600000,DR,6
6467,Taylor,Sanchez,sanchylor659,M,110-37-9292,1950-02-24,Dentist,30072483851955|06/25|VISA 16 digit,Indian,M,250000,HS,23
6468,Taylor,Sanchez,sanchylor659,M,110-37-9292,1950-02-24,Dentist,30072483851955|06/25|VISA 16 digit,Indian,M,250000,HS,23
6469,Daniel,Gallagher,gallaniel288,U,597-23-0647,1990-07-22,Structural engineer,5316572159425699|05/22|VISA 16 digit,Indian,D,550000,MA,31
6470,Michelle,Jones,joneselle514,F,635-92-7105,1965-07-08,Broadcast journalist,3577198264363358|03/24|VISA 16 digit,Black,D,600000,HS,23
6471,Randall,Miller,milledall092,M,093-69-5367,1990-03-19,Theatre director,213166010106377|07/22|Maestro,Asian,M,400000,MA,10
6472,Miguel,Greene,greenguel710,M,156-07-6157,1991-08-26,Arboriculturist,4737695861084316|05/25|VISA 19 digit,Other,M,700000,BA,43
6473,Ronald,Smith,smithnald487,M,703-06-7051,1908-02-28,Secretary/administrator,6508615239355323|05/23|Discover,Latino,M,325000,BA,22
6474,Michael,Lopez,lopezhael459,M,716-74-5280,2010-06-22,Planning and development surveyor,30210900467555|11/24|Discover,Black,M,25000,MA,26
6475,Stephanie,Ward,wardanie867,F,004-33-0004,1936-11-09,Veterinary surgeon,2712053494195450|04/23|Mastercard,Indian,M,225000,HS,16
6476,Andrew,Obrien,obriedrew386,M,739-94-5013,1921-10-21,Forensic psychologist,3513234846296084|06/24|Maestro,Other,D,150000,MA,2
6477,Jordan,Tate,taterdan776,M,164-89-3568,1958-03-28,Speech and language therapist,3574140716114347|08/27|Discover,White,M,275000,BA,40
6478,Frank,Larson,larsorank115,M,104-48-4977,1917-11-03,Civil engineer consulting,3531560212001924|02/28|American Express,Indian,U,800000,BA,4
6479,Stephanie,Butler,butleanie736,F,512-08-2994,1952-05-12,Video editor,3501355940936061|07/29|JCB 16 digit,Black,M,1000000,BA,43
6480,Regina,Moore,mooregina035,F,890-48-4208,1941-05-13,Conservator museum/gallery,501857576448|02/30|VISA 13 digit,Other,D,500000,MA,37
6481,Stacey,Anderson,anderacey514,U,775-61-2856,1952-03-07,Structural engineer,3510590568856931|05/23|Discover,Indian,M,350000,BA,34
6482,Stacey,Anderson,anderacey514,U,775-61-2856,1952-03-07,Structural engineer,3510590568856931|05/23|Discover,Indian,M,350000,BA,34
6483,Diane,Freeman,freemiane182,U,032-39-1152,2016-03-26,Paediatric nurse,3578609181750898|12/24|American Express,Black,M,200000,DR,12
6484,Roger,Holt,holtoger269,U,455-18-0644,1982-10-09,Community arts worker,4588183282060447|05/27|VISA 16 digit,Latino,M,125000,HS,37
6485,Christopher,Guerrero,guerrpher705,M,864-82-2813,1930-09-17,Archivist,4319214960859119|03/26|VISA 19 digit,Black,S,225000,AA,34
6486,Robert,Patel,patelbert890,M,687-04-0764,1939-05-02,Chief Executive Officer,2260981935513301|09/30|JCB 16 digit,Asian,M,50000,DR,44
6487,Zachary,Dean,deanhary535,M,091-25-0270,1995-08-29,Environmental education officer,6011238893905604|03/25|VISA 16 digit,White,M,175000,HS,41
6488,Eric,Williams,willieric052,M,293-28-7791,1966-01-14,Sports development officer,3554245637518825|05/22|Maestro,Asian,M,350000,AA,31
6489,Amy,Wall,wallamy289,F,471-04-1062,1943-09-04,Conservator furniture,342676671344285|11/23|Diners Club,Black,M,500000,HS,28
6490,Natalie,Carter,cartealie327,F,567-65-5100,1999-11-19,Conservator museum/gallery,4646252770969414928|08/27|VISA 13 digit,Black,S,275000,BA,19
6491,Mark,Thompson,thompmark878,M,619-39-0396,1939-06-15,Pilot airline,4914507334000446|10/31|JCB 15 digit,White,M,250000,HS,24
6492,Donna,Lee,leeonna804,F,531-10-0378,1978-11-06,Careers adviser,4815626468380539|08/23|VISA 16 digit,Other,D,200000,HS,7
6493,Donna,Lee,leeonna804,F,531-10-0378,1978-11-06,Careers adviser,4815626468380539|08/23|VISA 16 digit,Other,D,200000,HS,7
6494,Angie,Williams,willingie089,F,739-53-5043,2011-12-11,Therapist sports,3566363970715910|10/31|VISA 16 digit,White,M,400000,DR,15
6495,Jessica,Sutton,suttosica378,F,755-77-9908,1966-01-16,Operations geologist,502036387939|10/22|VISA 16 digit,White,M,150000,BA,13
6496,Andrea,Duran,durandrea515,F,616-84-7723,1963-02-11,Radiographer therapeutic,346222173183289|01/27|Discover,Other,S,25000,DR,17
6497,Brandon,Ruiz,ruizndon821,M,305-55-5354,1988-04-18,Civil engineer consulting,4233330090286|10/25|Diners Club,Other,M,125000,HS,15
6498,Matthew,Thomas,thomathew865,M,111-53-5614,2005-11-02,Magazine journalist,6011530755107026|05/24|Maestro,Other,S,100000,BA,30
6499,Matthew,Leonard,leonathew222,M,415-39-4142,1937-05-01,Secretary/administrator,180004927860035|12/26|American Express,Latino,D,200000,MA,3
6500,James,Savage,savagames300,M,085-61-5925,1968-09-15,Engineer maintenance (IT),30238013621859|08/22|VISA 16 digit,Black,M,500000,MA,14
6501,Jessica,Robinson,robinsica650,F,437-70-8732,1914-12-06,Health physicist,30557002109661|08/24|American Express,Asian,M,75000,BA,25
6502,Thomas,Murphy,murphomas011,M,516-51-7304,1953-08-06,Clinical cytogeneticist,378906236433092|07/25|Discover,Other,M,800000,BA,21
6503,Carl,Arellano,arellcarl857,M,753-10-7231,1936-07-11,Government social research officer,3506536711926408|10/30|American Express,Indian,M,325000,AA,24
6504,Carlos,Graham,graharlos926,M,620-10-3828,1971-08-28,Orthoptist,374765835734415|11/31|Maestro,White,D,325000,AA,37
6505,Felicia,White,whiteicia564,F,773-90-6192,1924-08-23,Dramatherapist,376559605996710|07/22|VISA 19 digit,Other,M,225000,BA,40
6506,Kenneth,Anderson,anderneth659,M,403-36-5356,2003-10-08,Horticulturist amenity,3567683291271528|09/31|Discover,White,M,150000,MA,14
