phone_number,phone_perm,phone_freq
(394)404-6033,Unkown,45
(206)785-6198,Opt-Out,30
(362)739-3448,Opt-In,7
(493)780-7741,Unkown,21
(388)607-1137,Opt-Out,21
(260)427-9541,Opt-In,30
(513)303-2669,Unkown,45
(690)397-5417,Opt-Out,7
(755)785-9496,Opt-In,21
(338)679-1809,Opt-Out,45
(447)383-0056,Opt-In,30
(287)367-5711,Opt-Out,14
(764)321-5460,Opt-In,21
(283)456-8859,Unkown,7
(790)593-3649,Opt-In,21
(204)544-0239,Opt-In,7
(747)382-1995,Opt-In,7
(746)495-3076,Opt-Out,21
(423)783-0182,Opt-In,7
(783)351-5708,Opt-In,21
(369)742-7111,Opt-In,21
(455)761-2545,Opt-Out,14
(250)631-4860,Opt-In,30
(710)427-6349,Opt-In,21
(307)376-2088,Unkown,45
(275)685-7007,Opt-In,30
(723)760-1722,Unkown,21
(634)669-2155,Unkown,7
(301)505-5584,Opt-In,30
(644)776-0372,Unkown,14
(580)727-5556,Unkown,45
(221)644-8498,Opt-Out,7
(415)616-1383,Opt-Out,30
(302)419-9710,Opt-Out,45
(352)455-5060,Unkown,14
(435)452-7741,Opt-In,45
(773)583-1385,Unkown,14
(756)713-8365,Opt-Out,45
(294)382-1081,Opt-In,7
(460)770-7208,Unkown,14
(243)758-5043,Opt-In,30
(338)469-0500,Opt-In,30
(667)710-3664,Opt-In,7
(407)329-3498,Opt-In,21
(481)486-3444,Opt-In,21
(410)732-6595,Opt-In,14
(612)570-1910,Opt-Out,30
(279)394-8900,Opt-Out,21
(684)758-6557,Opt-In,30
(509)750-2058,Opt-In,21
(729)778-9219,Unkown,30
(462)601-8115,Opt-In,30
(428)416-5473,Opt-In,7
(369)719-6994,Opt-Out,14
(449)706-4753,Opt-In,14
(479)478-6915,Unkown,21
(687)517-5774,Opt-In,30
(237)561-8490,Opt-In,30
(520)538-1281,Opt-In,14
(355)637-2462,Opt-In,14
(207)396-9753,Unkown,30
(411)450-0033,Opt-Out,7
(597)511-0135,Opt-In,14
(304)396-0659,Opt-In,14
(427)705-9538,Opt-Out,14
(250)468-5254,Unkown,7
(263)478-1233,Opt-In,45
(652)514-7199,Opt-Out,7
(725)566-0738,Opt-Out,21
(801)760-4021,Opt-Out,45
(222)720-1396,Opt-Out,14
(801)646-3919,Opt-In,45
(213)798-8414,Opt-Out,30
(284)699-1037,Opt-Out,45
(551)502-4990,Opt-Out,30
(327)788-0054,Opt-In,21
(522)367-7855,Opt-In,45
(562)364-8092,Opt-In,7
(377)640-8916,Opt-In,21
(202)718-6848,Unkown,45
(731)636-3483,Opt-In,21
(703)682-5795,Unkown,7
(608)762-9473,Opt-In,30
(315)736-4823,Unkown,30
(231)497-7607,Opt-In,21
(312)439-0041,Opt-In,30
(250)472-1222,Unkown,30
(330)682-5237,Opt-In,14
(244)373-2690,Opt-Out,21
(552)570-3687,Opt-In,7
(431)709-7416,Opt-In,45
(300)570-2865,Unkown,7
(237)431-7551,Opt-In,14
(730)601-2449,Opt-In,21
(760)420-0820,Opt-Out,7
(455)361-9325,Opt-Out,45
(665)740-7185,Opt-In,21
(637)555-8405,Opt-Out,21
(297)640-1802,Opt-In,30
(309)607-4136,Unkown,30
(374)491-2757,Opt-In,14
(257)508-5568,Opt-In,21
(608)608-9565,Unkown,7
(293)490-7899,Opt-In,30
(559)451-1681,Opt-Out,14
(367)661-2537,Opt-In,21
(611)666-6558,Opt-In,14
(747)374-7339,Unkown,21
(230)421-7710,Opt-In,7
(340)785-9998,Unkown,45
(777)400-2260,Opt-Out,14
(262)448-6638,Unkown,14
(565)442-0636,Opt-Out,7
(649)613-7318,Opt-In,45
(644)382-0125,Opt-In,21
(373)575-2273,Opt-In,30
(413)369-8884,Opt-In,21
(607)339-3379,Opt-In,30
(351)666-7317,Opt-In,21
(765)648-6932,Unkown,7
(241)534-6826,Opt-In,7
(350)330-2456,Unkown,30
(291)396-4811,Opt-In,21
(260)452-7458,Opt-In,45
(408)518-8028,Unkown,21
(795)326-8283,Opt-Out,30
(518)400-1062,Opt-Out,14
(482)593-7450,Opt-Out,30
(561)407-5513,Opt-Out,45
(449)409-0016,Unkown,7
(650)698-3790,Opt-In,7
(433)746-7532,Opt-In,14
(741)611-8832,Unkown,7
(529)751-3479,Opt-In,7
(255)347-5766,Opt-In,45
(303)394-7384,Unkown,21
(355)662-1237,Opt-Out,14
(405)537-2478,Opt-Out,14
(254)599-9311,Unkown,21
(372)770-6728,Opt-In,30
(753)485-1731,Opt-In,7
(689)625-4319,Opt-Out,14
(333)704-4091,Opt-Out,7
(795)601-6558,Opt-In,21
(569)312-9912,Opt-In,30
(679)480-8649,Opt-Out,14
(655)687-3765,Opt-In,7
(623)477-2823,Unkown,45
(698)472-5813,Opt-In,7
(718)377-9901,Opt-In,14
(532)781-4753,Unkown,45
(288)416-3631,Opt-In,21
(741)466-5571,Opt-In,45
(592)660-6099,Unkown,21
(727)510-6601,Opt-In,14
(364)446-4144,Opt-In,21
(738)406-1931,Opt-In,14
(431)631-3409,Unkown,45
(333)620-0707,Opt-In,21
(291)572-4134,Unkown,7
(751)448-3458,Opt-Out,14
(229)364-0207,Opt-In,30
(246)588-0745,Opt-In,30
(439)794-6476,Unkown,14
(438)560-4592,Opt-Out,7
(684)394-1321,Unkown,14
(679)683-4830,Opt-In,7
(383)375-8733,Unkown,7
(706)612-2139,Opt-In,45
(341)378-3758,Opt-In,45
(203)537-1130,Unkown,45
(218)476-6993,Opt-In,21
(704)618-6098,Opt-In,21
(375)386-4422,Opt-In,21
(213)685-6542,Opt-In,21
(298)487-4835,Opt-In,14
(689)710-0407,Unkown,45
(744)342-2200,Opt-In,14
(318)507-6555,Opt-In,45
(534)512-7472,Opt-In,14
(563)418-4615,Opt-Out,7
(690)557-3113,Opt-In,14
(701)474-5739,Opt-Out,21
(745)305-1687,Opt-In,45
(778)520-9627,Opt-In,30
(582)480-2086,Opt-In,30
(694)479-5512,Unkown,21
(271)515-3814,Unkown,21
(626)330-9191,Opt-In,21
(686)458-5311,Opt-In,7
(524)637-9093,Opt-In,21
(736)548-0871,Opt-Out,30
(781)475-8507,Opt-In,7
(333)781-1242,Opt-Out,7
(658)461-5799,Opt-In,30
(798)559-7825,Opt-In,21
(783)539-4634,Opt-In,7
(326)417-9328,Opt-In,45
(668)715-7187,Opt-In,30
(601)736-5250,Opt-In,30
(508)334-5392,Opt-Out,7
(272)437-9301,Opt-In,21
(474)540-4301,Opt-In,21
(376)332-4450,Opt-In,14
(605)630-1172,Opt-Out,21
(478)638-6864,Opt-In,21
(264)485-0745,Opt-In,30
(649)309-1275,Unkown,21
(276)488-2243,Unkown,21
(294)307-3521,Unkown,45
(660)574-2106,Opt-In,7
(604)394-5863,Opt-Out,21
(780)331-7836,Opt-In,21
(475)544-1506,Opt-In,21
(241)543-9841,Opt-In,21
(534)700-1292,Unkown,14
(583)772-2033,Opt-Out,7
(698)731-9328,Opt-In,7
(263)497-6660,Opt-Out,14
(525)324-8403,Opt-Out,45
(258)736-7207,Opt-In,45
(741)349-2427,Unkown,30
(239)611-7305,Opt-In,45
(672)591-6537,Opt-Out,14
(357)733-7156,Opt-Out,30
(334)322-8772,Opt-In,45
(217)717-3208,Opt-In,14
(629)458-6785,Unkown,45
(785)324-4708,Opt-In,30
(348)656-4206,Unkown,14
(772)429-1319,Unkown,30
(633)643-5418,Unkown,21
(494)400-7675,Opt-Out,14
(257)398-3445,Opt-In,14
(325)740-9017,Opt-Out,21
(352)756-1013,Opt-In,21
(301)511-7435,Opt-In,14
(337)713-3218,Opt-In,30
(660)380-1121,Opt-In,21
(741)487-7154,Opt-Out,45
(563)381-1102,Opt-In,30
(753)378-9840,Opt-In,7
(290)736-5065,Opt-Out,30
(618)518-8959,Unkown,7
(374)710-8700,Opt-In,45
(696)594-2419,Opt-In,30
(520)729-2459,Opt-In,14
(677)540-5475,Unkown,7
(240)638-7266,Opt-Out,30
(547)662-0228,Opt-In,21
(345)796-2377,Opt-In,21
(429)745-1784,Opt-In,21
(407)612-9764,Unkown,30
(483)476-2212,Opt-In,14
(763)470-9234,Opt-Out,45
(632)527-4407,Opt-In,30
(408)595-3892,Opt-Out,45
(632)731-3222,Unkown,7
(416)420-8198,Opt-Out,30
(775)508-2918,Opt-In,30
(374)675-1761,Opt-Out,30
(696)581-3976,Opt-In,30
(501)695-3168,Opt-In,21
(698)658-9837,Opt-In,7
(227)454-0229,Opt-In,7
(393)617-8055,Opt-Out,21
(551)736-2688,Opt-Out,14
(358)435-5165,Opt-In,21
(237)344-0312,Unkown,21
(767)334-5587,Opt-In,21
(228)743-4538,Opt-Out,30
(365)330-5427,Opt-In,21
(775)475-3936,Opt-In,14
(214)627-3963,Opt-In,30
(722)386-0676,Opt-In,30
(729)437-3099,Opt-In,45
(739)376-2802,Unkown,7
(242)601-7948,Opt-Out,30
(613)547-5108,Opt-In,30
(630)596-2864,Opt-In,30
(268)659-1401,Opt-Out,7
(466)351-2862,Unkown,14
(503)504-8213,Opt-In,7
(570)469-6346,Unkown,45
(705)532-2364,Opt-Out,45
(719)651-7142,Opt-Out,30
(438)708-6998,Unkown,7
(322)665-0296,Unkown,45
(749)661-0204,Opt-In,7
(330)573-1691,Unkown,45
(711)768-5935,Unkown,45
(761)485-0642,Opt-In,7
(263)733-0487,Unkown,45
(770)626-3376,Opt-In,21
(236)704-4735,Opt-In,7
(375)542-1149,Opt-In,14
(776)333-4379,Opt-In,14
(544)524-9946,Opt-Out,14
(675)771-4842,Opt-In,14
(611)409-4573,Unkown,30
(230)490-6865,Unkown,30
(403)520-0662,Opt-Out,14
(290)539-1690,Opt-In,14
(265)693-8728,Opt-In,7
(726)373-1337,Unkown,14
(526)443-1660,Opt-In,7
(347)374-1536,Opt-In,7
(424)558-8631,Opt-In,14
(715)731-1051,Opt-Out,7
(266)726-0212,Opt-In,7
(650)686-9035,Unkown,14
(442)532-7648,Opt-In,7
(635)461-9666,Opt-In,7
(343)786-3478,Opt-In,21
(231)462-9521,Opt-In,30
(602)598-1371,Opt-In,7
(659)772-5145,Unkown,45
(462)638-7232,Opt-Out,21
(550)581-1402,Opt-In,45
(458)377-5701,Opt-In,7
(444)329-8268,Unkown,21
(710)787-7407,Unkown,14
(302)307-5311,Unkown,30
(539)725-9981,Unkown,45
(398)791-9429,Opt-Out,45
(320)794-8032,Opt-In,14
(424)363-1755,Opt-Out,14
(510)644-2147,Opt-In,30
(760)362-5935,Opt-Out,45
(636)481-0938,Opt-In,21
(553)585-2537,Unkown,30
(440)431-2040,Opt-In,45
(401)377-9076,Opt-In,14
(450)587-3284,Opt-In,45
(617)751-4821,Opt-In,45
(409)350-6246,Opt-Out,7
(333)514-0141,Opt-In,7
(632)380-8853,Opt-In,7
(615)736-9512,Opt-In,30
(545)685-9695,Opt-In,45
(294)646-5939,Opt-In,45
(532)374-6521,Opt-In,45
(287)480-8764,Opt-In,21
(264)490-1643,Opt-In,45
(223)568-3343,Opt-In,30
(656)373-7494,Opt-In,30
(734)659-2471,Opt-Out,14
(647)654-0815,Opt-Out,30
(492)333-5175,Opt-In,7
(740)473-8778,Unkown,14
(584)365-9587,Opt-In,45
(502)789-9032,Opt-In,7
(352)777-0717,Opt-In,21
(439)745-3193,Opt-In,14
(334)445-8612,Opt-In,45
(697)542-3905,Opt-In,30
(216)583-5940,Opt-In,7
(439)631-9000,Opt-Out,30
(381)763-8312,Opt-In,45
(621)501-1913,Opt-Out,7
(610)708-6683,Opt-In,21
(651)628-6220,Opt-In,30
(304)500-2885,Opt-In,14
(215)466-7814,Opt-In,7
(587)475-7838,Opt-In,7
(608)726-0189,Opt-In,21
(537)517-9190,Opt-In,30
(547)421-6716,Opt-In,45
(399)758-3470,Opt-In,21
(497)454-4843,Opt-In,7
(394)351-2279,Opt-In,21
(493)460-4958,Opt-Out,21
(218)339-1282,Opt-Out,30
(297)365-9805,Opt-In,14
(382)428-6747,Unkown,14
(652)786-4685,Opt-Out,14
(337)530-4625,Opt-Out,14
(529)328-9469,Unkown,14
(338)438-8254,Opt-Out,21
(597)729-4666,Opt-In,30
(565)303-3025,Opt-In,14
(614)593-3359,Opt-Out,14
(612)654-0054,Unkown,7
(682)368-4273,Opt-In,30
(250)419-1321,Opt-Out,7
(472)770-3284,Opt-In,30
(307)553-0193,Opt-Out,7
(212)346-7152,Opt-In,14
(450)519-2414,Opt-In,30
(664)388-3180,Opt-In,45
(347)317-3154,Unkown,30
(678)572-3737,Opt-Out,21
(415)527-8756,Opt-In,21
(324)679-0476,Opt-In,14
(301)512-4144,Unkown,45
(231)602-1403,Opt-Out,7
(716)621-4530,Opt-In,30
(543)762-2261,Opt-Out,30
(596)549-6431,Unkown,30
(702)548-6768,Unkown,30
(594)790-7724,Opt-Out,14
(491)656-5134,Opt-In,30
(770)414-0962,Opt-Out,14
(677)772-8763,Opt-In,7
(790)361-5490,Opt-In,7
(525)538-9047,Unkown,45
(449)730-0203,Opt-Out,21
(769)665-4076,Unkown,30
(791)443-7655,Opt-In,7
(314)678-3066,Opt-In,7
(648)677-8107,Opt-In,21
(214)657-5050,Opt-Out,30
(558)729-8725,Opt-Out,21
(644)700-8260,Unkown,14
(600)748-0525,Unkown,14
(374)583-5705,Opt-Out,45
(233)537-4687,Opt-In,14
(513)510-0718,Opt-In,45
(781)422-4320,Unkown,7
(734)325-3997,Opt-In,7
(526)359-3336,Unkown,21
(201)676-9906,Opt-In,21
(365)403-8884,Opt-Out,7
(716)637-4444,Opt-Out,14
(594)476-5618,Unkown,14
(333)317-7308,Unkown,14
(573)619-1834,Unkown,14
(342)504-8279,Opt-In,14
(603)347-6785,Unkown,7
(224)458-2621,Opt-Out,7
(577)335-7681,Opt-In,30
(666)501-5962,Unkown,45
(284)591-2348,Opt-In,45
(728)781-7363,Unkown,45
(398)575-1236,Opt-In,14
(673)767-7143,Opt-Out,30
(424)700-2044,Opt-In,21
(666)656-1959,Opt-Out,30
(393)313-5814,Opt-In,30
(690)743-4392,Unkown,45
(241)420-3559,Opt-In,21
(694)512-3687,Unkown,21
(302)369-4388,Opt-In,30
(332)787-4115,Unkown,45
(387)790-5552,Unkown,45
(387)321-4489,Opt-Out,30
(750)561-1930,Opt-In,45
(283)328-6931,Opt-In,7
(778)600-1362,Opt-Out,45
(761)766-0943,Opt-Out,21
(386)723-0841,Opt-In,7
(277)462-4841,Opt-In,21
(287)579-9235,Opt-In,14
(631)320-7374,Opt-In,21
(781)494-2399,Opt-In,14
(719)657-3960,Opt-In,45
(326)653-3059,Opt-Out,30
(295)422-4895,Unkown,30
(367)741-0748,Opt-In,21
(431)661-1603,Opt-In,7
(374)760-1850,Opt-In,14
(345)430-1612,Opt-Out,30
(508)619-9930,Opt-In,30
(378)310-6862,Opt-In,30
(593)691-0213,Opt-In,7
(242)433-4564,Opt-In,14
(792)323-4762,Unkown,14
(256)320-0465,Opt-In,30
(603)664-5954,Opt-In,45
(517)372-6657,Unkown,21
(331)346-5017,Opt-In,45
(251)691-4607,Opt-In,45
(487)692-3684,Opt-Out,45
(492)716-0223,Opt-In,7
(789)798-8099,Unkown,7
(246)366-9250,Opt-In,21
(503)391-1513,Opt-In,45
(750)658-6766,Opt-In,14
(441)602-0928,Opt-Out,14
(315)453-8464,Opt-Out,14
(582)395-5711,Unkown,30
(565)704-3957,Unkown,21
(374)770-6709,Opt-Out,45
(764)483-8171,Opt-In,45
(672)498-1970,Unkown,21
(660)537-3702,Unkown,45
(250)578-4770,Opt-In,21
(755)307-5947,Opt-In,14
(759)592-9646,Opt-Out,21
(226)535-9991,Opt-In,14
(225)468-2893,Opt-Out,7
(558)668-5507,Opt-Out,7
(692)544-5261,Opt-Out,7
(206)707-4353,Opt-Out,45
(534)339-5765,Opt-In,7
(402)561-9274,Opt-In,7
(446)552-9592,Opt-In,21
(614)525-2511,Unkown,30
(351)603-1877,Opt-Out,14
(782)764-8228,Opt-In,45
(792)409-1521,Opt-Out,14
(245)487-4628,Opt-In,30
(266)440-1507,Opt-Out,30
(796)719-5446,Unkown,14
(627)547-3593,Unkown,7
(605)582-1112,Opt-In,7
(730)392-2572,Opt-In,21
(344)650-0227,Unkown,21
(420)709-9356,Opt-In,14
(393)481-7495,Opt-Out,14
(386)411-1132,Opt-In,30
(212)548-0781,Opt-In,7
(301)443-9173,Unkown,21
(639)323-5255,Opt-In,21
(368)304-5426,Unkown,45
(324)696-5011,Unkown,14
(605)702-5758,Opt-In,30
(510)553-8817,Opt-In,30
(490)718-5976,Unkown,14
(587)549-8342,Opt-In,30
(509)539-2012,Opt-In,14
(222)583-1215,Opt-In,30
(537)772-1111,Opt-In,14
(399)733-0037,Opt-Out,30
(439)610-4595,Unkown,45
(277)663-2012,Unkown,21
(474)596-2918,Opt-In,30
(376)393-2687,Unkown,30
(496)380-7230,Opt-In,45
(429)591-7391,Opt-Out,30
(570)780-3073,Opt-In,14
(801)738-7650,Opt-Out,21
(393)707-2789,Unkown,7
(743)537-4350,Opt-In,45
(319)523-5223,Opt-Out,21
(395)630-9217,Unkown,14
(272)343-2701,Opt-In,45
(508)714-5585,Opt-In,21
(371)595-5603,Opt-In,21
(724)389-7846,Opt-In,21
(687)438-4557,Opt-In,14
(318)522-4036,Opt-In,30
(606)620-2525,Opt-In,7
(289)366-8212,Opt-In,30
(602)415-7875,Opt-In,30
(772)476-0496,Opt-Out,21
(204)735-8999,Opt-In,7
(682)322-0960,Opt-In,14
(224)571-4731,Opt-In,30
(252)497-4964,Opt-Out,45
(685)452-8149,Opt-In,45
(729)797-9637,Opt-In,14
(289)497-0602,Opt-Out,21
(512)358-7987,Opt-In,7
(681)564-1729,Opt-In,14
(673)500-2839,Unkown,21
(622)760-6091,Unkown,30
(547)308-9929,Opt-In,21
(214)307-8241,Opt-Out,30
(238)623-6913,Opt-Out,30
(306)781-2844,Unkown,14
(635)702-6190,Opt-Out,21
(323)689-6571,Unkown,45
(791)679-4257,Opt-In,14
(650)343-6730,Unkown,45
(254)604-3430,Opt-In,14
(724)685-2503,Opt-Out,21
(528)552-0497,Opt-Out,7
(531)395-7176,Opt-In,45
(206)726-2190,Unkown,45
(385)761-5001,Unkown,30
(674)438-3156,Opt-In,7
(744)405-6573,Unkown,7
(692)389-1104,Opt-In,7
(429)711-4965,Opt-Out,21
(290)331-2172,Opt-In,21
(787)543-3359,Opt-In,14
(296)606-5729,Opt-Out,14
(715)775-8883,Opt-In,30
(668)589-3857,Opt-Out,7
(725)378-8100,Opt-In,21
(564)484-2062,Opt-In,45
(230)748-8595,Opt-In,21
(691)400-9844,Opt-In,45
(359)581-7262,Opt-Out,30
(269)577-3573,Opt-In,7
(496)680-8262,Opt-Out,45
(248)455-0575,Opt-In,7
(524)523-0954,Opt-In,21
(723)410-5404,Opt-In,7
(417)517-3703,Opt-Out,45
(707)726-6070,Opt-In,14
(569)438-4801,Opt-In,30
(616)574-3032,Opt-Out,14
(612)637-6894,Opt-In,21
(233)317-0400,Opt-In,30
(429)526-0607,Unkown,30
(656)610-5046,Opt-Out,7
(315)377-3235,Opt-In,45
(234)669-9541,Opt-In,45
(751)784-5538,Unkown,45
(363)702-4166,Unkown,45
(674)607-0725,Opt-In,7
(747)511-3796,Unkown,7
(364)731-0808,Unkown,30
(293)465-2505,Opt-Out,45
(388)709-6723,Unkown,7
(719)320-6495,Opt-In,14
(796)606-6511,Opt-Out,14
(330)611-9953,Unkown,7
(601)620-4028,Unkown,14
(535)440-7772,Opt-In,7
(339)704-6122,Opt-Out,45
(764)570-6279,Opt-In,7
(269)766-7125,Opt-Out,45
(410)322-5994,Opt-In,30
(675)342-1594,Opt-Out,21
(793)537-8106,Opt-In,21
(549)306-2632,Opt-In,7
(439)316-6231,Opt-Out,30
(530)589-7344,Opt-In,14
(728)726-2439,Opt-Out,21
(672)567-0856,Opt-In,21
(334)744-4798,Unkown,7
(455)401-4809,Opt-In,7
(502)736-2891,Opt-In,30
(627)369-4399,Opt-In,14
(414)597-3182,Opt-In,7
(785)442-1647,Opt-In,30
(464)524-4634,Opt-Out,14
(804)431-6016,Opt-In,21
(489)420-6286,Unkown,7
(608)722-1200,Unkown,7
(592)591-8730,Opt-In,21
(325)400-3085,Opt-In,14
(590)562-0334,Opt-Out,7
(665)695-5231,Unkown,14
(445)312-3862,Opt-In,21
(356)619-2108,Opt-In,45
(296)312-4849,Opt-In,45
(513)551-5629,Opt-Out,7
(346)598-7543,Opt-In,14
(340)758-7374,Unkown,30
(364)441-1025,Unkown,14
(552)652-6116,Opt-In,7
(440)363-3343,Opt-Out,14
(466)496-7203,Opt-In,7
(206)367-2294,Unkown,45
(274)625-9795,Opt-In,14
(381)790-5490,Opt-Out,21
(269)582-6821,Unkown,21
(280)515-8127,Opt-In,14
(720)430-7957,Unkown,21
(268)392-1848,Opt-In,14
(378)543-9818,Opt-Out,45
(267)591-8472,Opt-Out,45
(295)772-8272,Opt-Out,21
(709)722-6491,Opt-In,14
(621)653-1534,Opt-Out,7
(336)697-1411,Opt-In,45
(431)724-3049,Opt-In,14
(548)767-0163,Opt-In,14
(312)468-1822,Unkown,14
(655)398-6316,Opt-In,7
(323)400-2851,Unkown,21
(781)325-8926,Opt-Out,7
(570)550-9348,Opt-In,7
(657)647-2154,Opt-In,7
(654)640-7939,Opt-In,30
(615)663-8359,Opt-In,7
(527)705-5953,Opt-In,7
(619)675-2638,Opt-In,21
(676)675-8332,Unkown,45
(212)605-8236,Opt-Out,14
(494)643-0094,Unkown,30
(543)457-4176,Unkown,45
(753)542-1756,Opt-Out,21
(729)612-0793,Opt-In,30
(254)655-8984,Opt-In,45
(633)429-8262,Unkown,14
(418)333-8933,Unkown,21
(505)677-3626,Unkown,7
(264)360-6926,Unkown,21
(395)634-0998,Opt-Out,7
(229)669-3327,Unkown,7
(314)409-8625,Opt-In,7
(527)704-8677,Unkown,7
(291)737-1119,Unkown,7
(707)422-5658,Unkown,14
(340)455-0501,Unkown,45
(586)443-0556,Opt-Out,30
(506)617-8975,Opt-In,7
(543)543-7862,Opt-Out,14
(336)684-3858,Unkown,21
(804)725-8403,Opt-Out,21
(419)368-9327,Unkown,21
(386)540-8452,Opt-In,7
(725)566-2658,Opt-Out,45
(272)757-1337,Opt-In,21
(568)797-4659,Opt-Out,30
(353)714-0243,Opt-In,7
(648)503-3347,Opt-In,21
(464)389-0011,Opt-In,30
(678)390-7739,Opt-In,14
(291)472-9838,Opt-In,7
(491)430-9917,Unkown,21
(752)503-4007,Unkown,14
(436)705-8202,Opt-In,30
(316)651-1518,Unkown,21
(515)670-3750,Opt-Out,45
(554)371-3650,Unkown,14
(585)702-2504,Unkown,21
(205)341-0962,Opt-In,21
(265)737-1901,Opt-In,14
(426)579-2436,Unkown,30
(314)607-5200,Unkown,45
(413)706-7363,Opt-Out,14
(627)349-7273,Opt-Out,45
(507)482-9613,Opt-In,45
(204)715-6612,Opt-Out,45
(683)681-3508,Unkown,30
(765)582-9345,Opt-In,30
(467)665-1506,Opt-In,21
(230)670-1212,Opt-In,14
(592)729-4741,Opt-In,45
(469)713-2741,Opt-In,21
(453)592-5252,Unkown,30
(392)770-8545,Opt-In,7
(296)504-1917,Opt-Out,45
(358)513-6277,Unkown,30
(580)434-8850,Unkown,21
(208)359-8023,Opt-Out,21
(247)467-5946,Opt-In,45
(337)320-6964,Opt-In,30
(510)320-0151,Opt-In,30
(634)763-7381,Opt-In,21
(283)659-5600,Unkown,7
(793)459-2097,Unkown,30
(519)492-5121,Opt-In,7
(684)587-2356,Opt-In,21
(673)753-8024,Unkown,30
(381)315-7583,Opt-In,30
(442)526-4988,Opt-In,7
(261)630-2886,Opt-Out,14
(315)337-8395,Opt-Out,21
(582)345-0407,Opt-Out,21
(769)474-2683,Opt-In,45
(294)387-2465,Opt-Out,7
(375)744-1693,Opt-In,30
(633)578-5953,Opt-In,7
(416)418-4799,Opt-Out,14
(522)427-5088,Opt-Out,45
(604)732-0362,Opt-In,14
(524)754-6716,Unkown,45
(315)353-0452,Opt-In,45
(323)633-9172,Opt-In,21
(358)441-0594,Opt-Out,7
(225)622-2832,Opt-In,30
(309)510-8573,Opt-In,7
(216)587-4646,Opt-Out,30
(233)635-1760,Opt-In,21
(503)389-6900,Opt-In,14
(581)314-3517,Unkown,45
(651)419-9554,Unkown,45
(463)418-1270,Opt-Out,21
(449)530-8570,Opt-In,45
(267)555-9843,Unkown,14
(698)681-0777,Unkown,14
(301)728-5314,Unkown,45
(494)758-4476,Opt-Out,7
(449)307-1823,Opt-Out,30
(579)796-5726,Opt-In,21
(719)502-7129,Opt-In,30
(378)764-0950,Opt-Out,21
(553)746-3411,Unkown,21
(247)750-8097,Opt-In,45
(762)666-4113,Unkown,30
(618)667-1327,Opt-Out,14
(597)404-9423,Unkown,21
(219)320-1916,Unkown,7
(709)425-9429,Opt-In,30
(294)343-2658,Opt-In,30
(275)447-1956,Opt-Out,45
(257)488-9182,Opt-Out,21
(582)639-8110,Opt-In,14
(630)710-1454,Unkown,14
(585)654-4040,Opt-In,21
(492)415-3936,Opt-In,21
(410)751-3127,Opt-In,7
(594)349-7165,Opt-In,14
(361)723-1840,Opt-In,30
(797)430-2656,Opt-In,14
(702)657-4356,Opt-In,21
(619)532-0214,Unkown,30
(231)450-1006,Unkown,14
(537)566-1783,Opt-Out,21
(255)745-8018,Opt-Out,14
(304)466-9387,Opt-In,30
(435)438-4435,Unkown,45
(528)707-0133,Opt-In,45
(459)414-1269,Opt-In,30
(752)419-9164,Opt-In,14
(653)350-9431,Opt-Out,14
(742)557-6094,Unkown,14
(598)666-8504,Opt-In,21
(294)775-1962,Opt-Out,45
(733)429-2319,Opt-In,7
(407)372-4044,Opt-Out,45
(339)630-1213,Opt-Out,21
(684)420-9035,Opt-In,21
(592)425-2412,Unkown,7
(597)420-6622,Opt-Out,21
(371)641-4417,Opt-In,14
(686)453-5482,Unkown,14
(293)355-6436,Opt-In,30
(593)730-8622,Opt-In,7
(454)547-4700,Opt-In,14
(786)496-2323,Opt-In,14
(585)661-7664,Opt-Out,14
(213)780-1320,Unkown,7
(273)628-2479,Opt-Out,7
(468)722-1811,Unkown,14
(770)484-3689,Unkown,14
(457)399-8794,Opt-In,21
(210)566-1147,Opt-In,21
(291)356-7826,Opt-In,7
(511)700-5582,Opt-In,30
(268)337-8856,Opt-Out,30
(376)546-1210,Opt-Out,7
(676)785-4483,Unkown,45
(680)742-9526,Unkown,14
(319)593-5899,Opt-In,7
(756)350-9250,Opt-In,21
(760)416-0506,Opt-In,21
(201)356-2581,Opt-In,21
(611)315-9298,Opt-In,30
(383)363-9108,Opt-In,30
(522)541-7157,Opt-In,14
(425)391-4959,Opt-In,30
(573)621-1038,Opt-Out,21
(233)382-8956,Opt-Out,45
(683)648-7650,Opt-In,30
(475)475-8895,Opt-Out,30
(255)472-9435,Opt-Out,7
(465)428-2358,Opt-In,21
(599)746-5196,Opt-Out,14
(775)773-9030,Unkown,45
(228)387-9667,Unkown,30
(594)717-2721,Opt-In,30
(286)500-0726,Opt-In,14
(596)553-6385,Opt-In,30
(720)527-2633,Opt-In,21
(344)748-3096,Opt-In,30
(645)524-0191,Unkown,14
(243)413-6456,Opt-In,14
(646)437-7116,Opt-Out,45
(299)577-7814,Opt-In,21
(573)554-0751,Opt-In,30
(788)479-4332,Opt-In,21
(767)437-6001,Unkown,30
(544)798-4381,Opt-Out,30
(441)497-0319,Opt-In,45
(212)373-2248,Opt-In,14
(676)745-2007,Opt-In,7
(419)328-9664,Opt-In,30
(352)571-4879,Opt-In,21
(322)627-7601,Unkown,45
(229)490-0745,Opt-Out,30
(274)640-6087,Opt-Out,45
(655)764-5493,Unkown,7
(297)627-1232,Opt-Out,7
(397)693-2910,Unkown,14
(367)640-8371,Opt-Out,45
